,Seed query,Entry,Entry Name,Protein names,Gene Names,Organism,Length,Gene Ontology (biological process),Gene Ontology (cellular component),Gene Ontology (GO),Gene Ontology (molecular function),Topological domain,Transmembrane,Subcellular location [CC],Intramembrane
0,"(gene:""AKR1C2"")",P52895,AK1C2_HUMAN,Aldo-keto reductase family 1 member C2 (EC 1.-.-.-) (EC 1.1.1.112) (EC 1.1.1.209) (EC 1.1.1.53) (EC 1.1.1.62) (EC 1.3.1.20) (3-alpha-HSD3) (Chlordecone reductase homolog HAKRD) (Dihydrodiol dehydrogenase 2) (DD-2) (DD2) (Dihydrodiol dehydrogenase/bile acid-binding protein) (DD/BABP) (Type III 3-alpha-hydroxysteroid dehydrogenase) (EC 1.1.1.357),AKR1C2 DDH2,Homo sapiens (Human),323,cellular response to jasmonic acid stimulus [GO:0071395]; cellular response to prostaglandin D stimulus [GO:0071799]; daunorubicin metabolic process [GO:0044597]; digestion [GO:0007586]; doxorubicin metabolic process [GO:0044598]; epithelial cell differentiation [GO:0030855]; G protein-coupled receptor signaling pathway [GO:0007186]; positive regulation of cell population proliferation [GO:0008284]; positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction [GO:0051897]; progesterone metabolic process [GO:0042448]; prostaglandin metabolic process [GO:0006693]; steroid metabolic process [GO:0008202],cytosol [GO:0005829],"cytosol [GO:0005829]; aldose reductase (NADPH) activity [GO:0004032]; androstan-3-alpha,17-beta-diol dehydrogenase activity [GO:0047044]; androsterone dehydrogenase activity [GO:0047023]; bile acid binding [GO:0032052]; carboxylic acid binding [GO:0031406]; estradiol 17-beta-dehydrogenase [NAD(P)+] activity [GO:0004303]; indanol dehydrogenase activity [GO:0047718]; ketosteroid monooxygenase activity [GO:0047086]; oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor [GO:0016655]; trans-1,2-dihydrobenzene-1,2-diol dehydrogenase activity [GO:0047115]; cellular response to jasmonic acid stimulus [GO:0071395]; cellular response to prostaglandin D stimulus [GO:0071799]; daunorubicin metabolic process [GO:0044597]; digestion [GO:0007586]; doxorubicin metabolic process [GO:0044598]; epithelial cell differentiation [GO:0030855]; G protein-coupled receptor signaling pathway [GO:0007186]; positive regulation of cell population proliferation [GO:0008284]; positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction [GO:0051897]; progesterone metabolic process [GO:0042448]; prostaglandin metabolic process [GO:0006693]; steroid metabolic process [GO:0008202]","aldose reductase (NADPH) activity [GO:0004032]; androstan-3-alpha,17-beta-diol dehydrogenase activity [GO:0047044]; androsterone dehydrogenase activity [GO:0047023]; bile acid binding [GO:0032052]; carboxylic acid binding [GO:0031406]; estradiol 17-beta-dehydrogenase [NAD(P)+] activity [GO:0004303]; indanol dehydrogenase activity [GO:0047718]; ketosteroid monooxygenase activity [GO:0047086]; oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor [GO:0016655]; trans-1,2-dihydrobenzene-1,2-diol dehydrogenase activity [GO:0047115]",,,"SUBCELLULAR LOCATION: Cytoplasm, cytosol {ECO:0000305|PubMed:8486699}.",
1,,B4DK69,B4DK69_HUMAN,Aldo-keto reductase family 1 member C2,AKR1C2,Homo sapiens (Human),297,,,estradiol 17-beta-dehydrogenase [NAD(P)+] activity [GO:0004303],estradiol 17-beta-dehydrogenase [NAD(P)+] activity [GO:0004303],,,,
2,,Q1KXY7,Q1KXY7_HUMAN,3 alpha hydroxysteroid dehydrogenase III (EC 1.1.1.213),AKR1C2,Homo sapiens (Human),9,,,androsterone dehydrogenase (A-specific) activity [GO:0047026],androsterone dehydrogenase (A-specific) activity [GO:0047026],,,,
3,,S4R3P0,S4R3P0_HUMAN,Aldo-keto reductase family 1 member C2,AKR1C2,Homo sapiens (Human),200,,,oxidoreductase activity [GO:0016491],oxidoreductase activity [GO:0016491],,,,
0,"(gene:""CYP7A1"")",P22680,CP7A1_HUMAN,Cytochrome P450 7A1 (24-hydroxycholesterol 7-alpha-hydroxylase) (EC 1.14.14.26) (CYPVII) (Cholesterol 7-alpha-hydroxylase) (Cholesterol 7-alpha-monooxygenase) (EC 1.14.14.23),CYP7A1 CYP7,Homo sapiens (Human),504,bile acid and bile salt transport [GO:0015721]; bile acid biosynthetic process [GO:0006699]; bile acid signaling pathway [GO:0038183]; cellular response to cholesterol [GO:0071397]; cellular response to glucose stimulus [GO:0071333]; cholesterol catabolic process [GO:0006707]; cholesterol homeostasis [GO:0042632]; negative regulation of collagen biosynthetic process [GO:0032966]; negative regulation of fatty acid biosynthetic process [GO:0045717]; positive regulation of cholesterol biosynthetic process [GO:0045542]; regulation of bile acid biosynthetic process [GO:0070857]; response to ethanol [GO:0045471]; sterol metabolic process [GO:0016125],endoplasmic reticulum membrane [GO:0005789]; intracellular membrane-bounded organelle [GO:0043231],endoplasmic reticulum membrane [GO:0005789]; intracellular membrane-bounded organelle [GO:0043231]; 24-hydroxycholesterol 7alpha-hydroxylase activity [GO:0033782]; cholesterol 7-alpha-monooxygenase activity [GO:0008123]; heme binding [GO:0020037]; iron ion binding [GO:0005506]; bile acid and bile salt transport [GO:0015721]; bile acid biosynthetic process [GO:0006699]; bile acid signaling pathway [GO:0038183]; cellular response to cholesterol [GO:0071397]; cellular response to glucose stimulus [GO:0071333]; cholesterol catabolic process [GO:0006707]; cholesterol homeostasis [GO:0042632]; negative regulation of collagen biosynthetic process [GO:0032966]; negative regulation of fatty acid biosynthetic process [GO:0045717]; positive regulation of cholesterol biosynthetic process [GO:0045542]; regulation of bile acid biosynthetic process [GO:0070857]; response to ethanol [GO:0045471]; sterol metabolic process [GO:0016125],24-hydroxycholesterol 7alpha-hydroxylase activity [GO:0033782]; cholesterol 7-alpha-monooxygenase activity [GO:0008123]; heme binding [GO:0020037]; iron ion binding [GO:0005506],,"TRANSMEM 4..24; /note=""Helical""; /evidence=""ECO:0000255""","SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000305|PubMed:11013305, ECO:0000305|PubMed:2384150}; Single-pass membrane protein {ECO:0000305}. Microsome membrane {ECO:0000305|PubMed:11013305, ECO:0000305|PubMed:2384150}; Single-pass membrane protein {ECO:0000305}.",
0,"(gene:""AKR1C3"")",P42330,AK1C3_HUMAN,"Aldo-keto reductase family 1 member C3 (EC 1.1.1.-) (EC 1.1.1.210) (EC 1.1.1.53) (EC 1.1.1.62) (17-beta-hydroxysteroid dehydrogenase type 5) (17-beta-HSD 5) (3-alpha-HSD type II, brain) (3-alpha-hydroxysteroid dehydrogenase type 2) (3-alpha-HSD type 2) (EC 1.1.1.357) (Chlordecone reductase homolog HAKRb) (Dihydrodiol dehydrogenase 3) (DD-3) (DD3) (Dihydrodiol dehydrogenase type I) (HA1753) (Prostaglandin F synthase) (PGFS) (EC 1.1.1.188) (Testosterone 17-beta-dehydrogenase 5) (EC 1.1.1.239, EC 1.1.1.64)",AKR1C3 DDH1 HSD17B5 KIAA0119 PGFS,Homo sapiens (Human),323,cellular response to calcium ion [GO:0071277]; cellular response to corticosteroid stimulus [GO:0071384]; cellular response to jasmonic acid stimulus [GO:0071395]; cellular response to prostaglandin D stimulus [GO:0071799]; cellular response to prostaglandin stimulus [GO:0071379]; cellular response to starvation [GO:0009267]; cyclooxygenase pathway [GO:0019371]; daunorubicin metabolic process [GO:0044597]; doxorubicin metabolic process [GO:0044598]; farnesol catabolic process [GO:0016488]; G protein-coupled receptor signaling pathway [GO:0007186]; keratinocyte differentiation [GO:0030216]; macromolecule metabolic process [GO:0043170]; male gonad development [GO:0008584]; negative regulation of retinoic acid biosynthetic process [GO:1900053]; positive regulation of cell population proliferation [GO:0008284]; positive regulation of endothelial cell apoptotic process [GO:2000353]; positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction [GO:0051897]; positive regulation of reactive oxygen species metabolic process [GO:2000379]; progesterone metabolic process [GO:0042448]; prostaglandin metabolic process [GO:0006693]; regulation of retinoic acid receptor signaling pathway [GO:0048385]; regulation of testosterone biosynthetic process [GO:2000224]; renal absorption [GO:0070293]; response to nutrient [GO:0007584]; retinal metabolic process [GO:0042574]; retinoid metabolic process [GO:0001523]; steroid metabolic process [GO:0008202]; testosterone biosynthetic process [GO:0061370],cytoplasm [GO:0005737]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; nucleus [GO:0005634],"cytoplasm [GO:0005737]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; nucleus [GO:0005634]; 15-hydroxyprostaglandin-D dehydrogenase (NADP+) activity [GO:0047020]; 5alpha-androstane-3beta,17beta-diol dehydrogenase activity [GO:0047024]; aldo-keto reductase (NADPH) activity [GO:0004033]; aldose reductase (NADPH) activity [GO:0004032]; all-trans-retinol dehydrogenase (NAD+) activity [GO:0004745]; all-trans-retinol dehydrogenase (NADP+) activity [GO:0052650]; androstan-3-alpha,17-beta-diol dehydrogenase activity [GO:0047044]; androsterone dehydrogenase activity [GO:0047023]; bile acid binding [GO:0032052]; Delta4-3-oxosteroid 5beta-reductase activity [GO:0047787]; dihydrotestosterone 17-beta-dehydrogenase activity [GO:0035410]; estradiol 17-beta-dehydrogenase [NAD(P)+] activity [GO:0004303]; geranylgeranyl reductase activity [GO:0045550]; ketoreductase activity [GO:0045703]; ketosteroid monooxygenase activity [GO:0047086]; oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor [GO:0016655]; prostaglandin D2 11-ketoreductase activity [GO:0036131]; prostaglandin F synthase activity [GO:0047017]; prostaglandin H2 endoperoxidase reductase activity [GO:0036130]; retinal dehydrogenase activity [GO:0001758]; testosterone 17-beta-dehydrogenase (NADP+) activity [GO:0047045]; testosterone dehydrogenase (NAD+) activity [GO:0047035]; cellular response to calcium ion [GO:0071277]; cellular response to corticosteroid stimulus [GO:0071384]; cellular response to jasmonic acid stimulus [GO:0071395]; cellular response to prostaglandin D stimulus [GO:0071799]; cellular response to prostaglandin stimulus [GO:0071379]; cellular response to starvation [GO:0009267]; cyclooxygenase pathway [GO:0019371]; daunorubicin metabolic process [GO:0044597]; doxorubicin metabolic process [GO:0044598]; farnesol catabolic process [GO:0016488]; G protein-coupled receptor signaling pathway [GO:0007186]; keratinocyte differentiation [GO:0030216]; macromolecule metabolic process [GO:0043170]; male gonad development [GO:0008584]; negative regulation of retinoic acid biosynthetic process [GO:1900053]; positive regulation of cell population proliferation [GO:0008284]; positive regulation of endothelial cell apoptotic process [GO:2000353]; positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction [GO:0051897]; positive regulation of reactive oxygen species metabolic process [GO:2000379]; progesterone metabolic process [GO:0042448]; prostaglandin metabolic process [GO:0006693]; regulation of retinoic acid receptor signaling pathway [GO:0048385]; regulation of testosterone biosynthetic process [GO:2000224]; renal absorption [GO:0070293]; response to nutrient [GO:0007584]; retinal metabolic process [GO:0042574]; retinoid metabolic process [GO:0001523]; steroid metabolic process [GO:0008202]; testosterone biosynthetic process [GO:0061370]","15-hydroxyprostaglandin-D dehydrogenase (NADP+) activity [GO:0047020]; 5alpha-androstane-3beta,17beta-diol dehydrogenase activity [GO:0047024]; aldo-keto reductase (NADPH) activity [GO:0004033]; aldose reductase (NADPH) activity [GO:0004032]; all-trans-retinol dehydrogenase (NAD+) activity [GO:0004745]; all-trans-retinol dehydrogenase (NADP+) activity [GO:0052650]; androstan-3-alpha,17-beta-diol dehydrogenase activity [GO:0047044]; androsterone dehydrogenase activity [GO:0047023]; bile acid binding [GO:0032052]; Delta4-3-oxosteroid 5beta-reductase activity [GO:0047787]; dihydrotestosterone 17-beta-dehydrogenase activity [GO:0035410]; estradiol 17-beta-dehydrogenase [NAD(P)+] activity [GO:0004303]; geranylgeranyl reductase activity [GO:0045550]; ketoreductase activity [GO:0045703]; ketosteroid monooxygenase activity [GO:0047086]; oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor [GO:0016655]; prostaglandin D2 11-ketoreductase activity [GO:0036131]; prostaglandin F synthase activity [GO:0047017]; prostaglandin H2 endoperoxidase reductase activity [GO:0036130]; retinal dehydrogenase activity [GO:0001758]; testosterone 17-beta-dehydrogenase (NADP+) activity [GO:0047045]; testosterone dehydrogenase (NAD+) activity [GO:0047035]",,,SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:10622721}.,
1,,A0A0A0MSS8,A0A0A0MSS8_HUMAN,Aldo-keto reductase family 1 member C3,AKR1C3,Homo sapiens (Human),323,,,estradiol 17-beta-dehydrogenase [NAD(P)+] activity [GO:0004303],estradiol 17-beta-dehydrogenase [NAD(P)+] activity [GO:0004303],,,,
2,,S4R3Z2,S4R3Z2_HUMAN,"Aldo-keto reductase family 1 member C3 (Aldo-keto reductase family 1, member C3 (3-alpha hydroxysteroid dehydrogenase, type II), isoform CRA_a)",AKR1C3 hCG_19343,Homo sapiens (Human),300,,,estradiol 17-beta-dehydrogenase [NAD(P)+] activity [GO:0004303],estradiol 17-beta-dehydrogenase [NAD(P)+] activity [GO:0004303],,,,
3,,S4R3D5,S4R3D5_HUMAN,Aldo-keto reductase family 1 member C3,AKR1C3,Homo sapiens (Human),155,,,oxidoreductase activity [GO:0016491],oxidoreductase activity [GO:0016491],,,,
0,"(gene:""CYP7B1"")",O75881,CP7B1_HUMAN,Cytochrome P450 7B1 (24-hydroxycholesterol 7-alpha-hydroxylase) (EC 1.14.14.26) (25/26-hydroxycholesterol 7-alpha-hydroxylase) (EC 1.14.14.29) (3-hydroxysteroid 7-alpha hydroxylase) (Oxysterol 7-alpha-hydroxylase),CYP7B1,Homo sapiens (Human),506,B cell chemotaxis [GO:0035754]; bile acid biosynthetic process [GO:0006699]; cholesterol homeostasis [GO:0042632]; cholesterol metabolic process [GO:0008203]; epithelial cell proliferation [GO:0050673]; estrogen receptor signaling pathway [GO:0030520]; negative regulation of intracellular estrogen receptor signaling pathway [GO:0033147]; positive regulation of epithelial cell proliferation [GO:0050679]; prostate gland epithelium morphogenesis [GO:0060740]; sterol metabolic process [GO:0016125],endoplasmic reticulum membrane [GO:0005789],endoplasmic reticulum membrane [GO:0005789]; 24-hydroxycholesterol 7alpha-hydroxylase activity [GO:0033782]; 25-hydroxycholesterol 7alpha-hydroxylase activity [GO:0033783]; 27-hydroxycholesterol 7-alpha-monooxygenase activity [GO:0047092]; heme binding [GO:0020037]; iron ion binding [GO:0005506]; oxysterol 7-alpha-hydroxylase activity [GO:0008396]; B cell chemotaxis [GO:0035754]; bile acid biosynthetic process [GO:0006699]; cholesterol homeostasis [GO:0042632]; cholesterol metabolic process [GO:0008203]; epithelial cell proliferation [GO:0050673]; estrogen receptor signaling pathway [GO:0030520]; negative regulation of intracellular estrogen receptor signaling pathway [GO:0033147]; positive regulation of epithelial cell proliferation [GO:0050679]; prostate gland epithelium morphogenesis [GO:0060740]; sterol metabolic process [GO:0016125],24-hydroxycholesterol 7alpha-hydroxylase activity [GO:0033782]; 25-hydroxycholesterol 7alpha-hydroxylase activity [GO:0033783]; 27-hydroxycholesterol 7-alpha-monooxygenase activity [GO:0047092]; heme binding [GO:0020037]; iron ion binding [GO:0005506]; oxysterol 7-alpha-hydroxylase activity [GO:0008396],,"TRANSMEM 17..37; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 289..309; /note=""Helical""; /evidence=""ECO:0000255""",SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000305|PubMed:9802883}; Multi-pass membrane protein {ECO:0000305}. Microsome membrane {ECO:0000305|PubMed:9802883}; Multi-pass membrane protein {ECO:0000305}.,
1,,Q05C57,Q05C57_HUMAN,CYP7B1 protein,CYP7B1,Homo sapiens (Human),489,organic hydroxy compound metabolic process [GO:1901615]; steroid metabolic process [GO:0008202],membrane [GO:0016020],"membrane [GO:0016020]; heme binding [GO:0020037]; iron ion binding [GO:0005506]; monooxygenase activity [GO:0004497]; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen [GO:0016705]; organic hydroxy compound metabolic process [GO:1901615]; steroid metabolic process [GO:0008202]","heme binding [GO:0020037]; iron ion binding [GO:0005506]; monooxygenase activity [GO:0004497]; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen [GO:0016705]",,"TRANSMEM 17..37; /note=""Helical""; /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 289..309; /note=""Helical""; /evidence=""ECO:0000256|SAM:Phobius""",,
0,"(gene:""AKR1C4"")",P17516,AK1C4_HUMAN,Aldo-keto reductase family 1 member C4 (EC 1.1.1.-) (EC 1.1.1.209) (EC 1.1.1.210) (EC 1.1.1.51) (EC 1.1.1.53) (EC 1.1.1.62) (3-alpha-hydroxysteroid dehydrogenase type I) (3-alpha-HSD1) (EC 1.1.1.357) (3alpha-hydroxysteroid 3-dehydrogenase) (Chlordecone reductase) (CDR) (EC 1.1.1.225) (Dihydrodiol dehydrogenase 4) (DD-4) (DD4) (HAKRA),AKR1C4 CHDR,Homo sapiens (Human),323,androgen metabolic process [GO:0008209]; bile acid and bile salt transport [GO:0015721]; bile acid biosynthetic process [GO:0006699]; cellular response to jasmonic acid stimulus [GO:0071395]; daunorubicin metabolic process [GO:0044597]; doxorubicin metabolic process [GO:0044598]; progesterone metabolic process [GO:0042448]; prostaglandin metabolic process [GO:0006693]; retinoid metabolic process [GO:0001523]; steroid metabolic process [GO:0008202],cytoplasm [GO:0005737]; cytosol [GO:0005829]; extracellular exosome [GO:0070062],"cytoplasm [GO:0005737]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; 5alpha-androstane-3beta,17beta-diol dehydrogenase activity [GO:0047024]; aldo-keto reductase (NADPH) activity [GO:0004033]; aldose reductase (NADPH) activity [GO:0004032]; androstan-3-alpha,17-beta-diol dehydrogenase activity [GO:0047044]; androsterone dehydrogenase activity [GO:0047023]; bile acid binding [GO:0032052]; bile acid transmembrane transporter activity [GO:0015125]; chlordecone reductase activity [GO:0047743]; dihydrotestosterone 17-beta-dehydrogenase activity [GO:0035410]; electron transfer activity [GO:0009055]; estradiol 17-beta-dehydrogenase [NAD(P)+] activity [GO:0004303]; ketosteroid monooxygenase activity [GO:0047086]; oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor [GO:0016655]; retinal dehydrogenase activity [GO:0001758]; testosterone 17-beta-dehydrogenase (NADP+) activity [GO:0047045]; testosterone dehydrogenase (NAD+) activity [GO:0047035]; androgen metabolic process [GO:0008209]; bile acid and bile salt transport [GO:0015721]; bile acid biosynthetic process [GO:0006699]; cellular response to jasmonic acid stimulus [GO:0071395]; daunorubicin metabolic process [GO:0044597]; doxorubicin metabolic process [GO:0044598]; progesterone metabolic process [GO:0042448]; prostaglandin metabolic process [GO:0006693]; retinoid metabolic process [GO:0001523]; steroid metabolic process [GO:0008202]","5alpha-androstane-3beta,17beta-diol dehydrogenase activity [GO:0047024]; aldo-keto reductase (NADPH) activity [GO:0004033]; aldose reductase (NADPH) activity [GO:0004032]; androstan-3-alpha,17-beta-diol dehydrogenase activity [GO:0047044]; androsterone dehydrogenase activity [GO:0047023]; bile acid binding [GO:0032052]; bile acid transmembrane transporter activity [GO:0015125]; chlordecone reductase activity [GO:0047743]; dihydrotestosterone 17-beta-dehydrogenase activity [GO:0035410]; electron transfer activity [GO:0009055]; estradiol 17-beta-dehydrogenase [NAD(P)+] activity [GO:0004303]; ketosteroid monooxygenase activity [GO:0047086]; oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor [GO:0016655]; retinal dehydrogenase activity [GO:0001758]; testosterone 17-beta-dehydrogenase (NADP+) activity [GO:0047045]; testosterone dehydrogenase (NAD+) activity [GO:0047035]",,,"SUBCELLULAR LOCATION: Cytoplasm, cytosol {ECO:0000250|UniProtKB:Q04828}.",
